Part_Number,Type,Heatsink,Voltage_IEC,Voltage_UL,EMI,Power_KW,Power_HP,Irated_IEC_A,Irated_UL_A,I_OC_A,I_OL_A,I_OC_%,I_OL_%,Rated_kHz,Max_kHz,Ctrl_Board,Pdf_Dim_File,Step_File_Download
24F6A16-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,A1,F6-6_water_panel_high_perf.pdf,24F6A16-3B1E.stp
24F6A16-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,A1,F6-6_water_push_high_perf.pdf,24F6A16-3B1G.stp
24F6A36-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A3,F6-6_air_panel.pdf,24F6A36-3411.stp
24F6A36-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A3,F6-6_water_panel.pdf,24F6A36-3412.stp
24F6A36-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A3,F6-6_air_push.pdf,24F6A36-3413.stp
24F6A36-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,A3,F6-6_water_push.pdf,24F6A36-3414.stp
24F6A36-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,A3,F6-6_water_panel_high_perf.pdf,24F6A36-3B1E.stp
24F6A36-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,A3,F6-6_water_push_high_perf.pdf,24F6A36-3B1G.stp
19F6K16-1611,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,K1-E,F6-6_air_panel.pdf,19F6K16-1611.stp
19F6K16-1613,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,K1-E,F6-6_air_push.pdf,19F6K16-1613.stp
20F6K16-1511,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,K1-E,F6-6_air_panel.pdf,20F6K16-1511.stp
20F6K16-1513,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,K1-E,F6-6_air_push.pdf,20F6K16-1513.stp
21F6K16-1411,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,K1-E,F6-6_air_panel.pdf,21F6K16-1411.stp
21F6K16-1413,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,K1-E,F6-6_air_push.pdf,21F6K16-1413.stp
21F6K16-3611,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,K1-E,F6-6_air_panel.pdf,21F6K16-3611.stp
21F6K16-3612,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,K1-E,F6-6_water_panel.pdf,21F6K16-3612.stp
21F6K16-3613,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,K1-E,F6-6_air_push.pdf,21F6K16-3613.stp
21F6K16-3614,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,K1-E,F6-6_water_push.pdf,21F6K16-3614.stp
22F6K16-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,K1-E,F6-6_air_panel.pdf,22F6K16-3511.stp
22F6K16-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,K1-E,F6-6_water_panel.pdf,22F6K16-3512.stp
22F6K16-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,K1-E,F6-6_air_push.pdf,22F6K16-3513.stp
22F6K16-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,K1-E,F6-6_water_push.pdf,22F6K16-3514.stp
23F6K16-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,K1-E,F6-6_air_panel.pdf,23F6K16-3411.stp
23F6K16-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,K1-E,F6-6_water_panel.pdf,23F6K16-3412.stp
23F6K16-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,K1-E,F6-6_air_push.pdf,23F6K16-3413.stp
23F6K16-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,K1-E,F6-6_water_push.pdf,23F6K16-3414.stp
23F6K16-3511,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,K1-E,F6-6_air_panel.pdf,23F6K16-3511.stp
23F6K16-3512,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,K1-E,F6-6_water_panel.pdf,23F6K16-3512.stp
23F6K16-3513,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,K1-E,F6-6_air_push.pdf,23F6K16-3513.stp
23F6K16-3514,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,K1-E,F6-6_water_push.pdf,23F6K16-3514.stp
23F6K16-3612,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,K1-E,F6-6_water_panel.pdf,23F6K16-3612.stp
23F6K16-3614,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,K1-E,F6-6_water_push.pdf,23F6K16-3614.stp
24F6K16-3411,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,K1-E,F6-6_air_panel.pdf,24F6K16-3411.stp
24F6K16-3412,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,K1-E,F6-6_water_panel.pdf,24F6K16-3412.stp
24F6K16-3413,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,K1-E,F6-6_air_push.pdf,24F6K16-3413.stp
24F6K16-3414,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,K1-E,F6-6_water_push.pdf,24F6K16-3414.stp
21F6P56-3631,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-3,F6-6_air_panel.pdf,21F6P56-3631.stp
21F6P56-3632,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-3,F6-6_water_panel.pdf,21F6P56-3632.stp
21F6P56-3633,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-3,F6-6_air_push.pdf,21F6P56-3633.stp
21F6P56-3634,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-3,F6-6_water_push.pdf,21F6P56-3634.stp
22F6P56-3531,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-3,F6-6_air_panel.pdf,22F6P56-3531.stp
22F6P56-3532,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-3,F6-6_water_panel.pdf,22F6P56-3532.stp
22F6P56-3533,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-3,F6-6_air_push.pdf,22F6P56-3533.stp
22F6P56-3534,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-3,F6-6_water_push.pdf,22F6P56-3534.stp
22F6P56-3B31,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,P5-3,F6-6_air_panel.pdf,22F6P56-3B31.stp
22F6P56-3B33,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,P5-3,F6-6_air_push.pdf,22F6P56-3B33.stp
23F6P56-3431,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-3,F6-6_air_panel.pdf,23F6P56-3431.stp
23F6P56-3432,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-3,F6-6_water_panel.pdf,23F6P56-3432.stp
23F6P56-3433,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-3,F6-6_air_push.pdf,23F6P56-3433.stp
23F6P56-3434,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-3,F6-6_water_push.pdf,23F6P56-3434.stp
23F6P56-3531,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-3,F6-6_air_panel.pdf,23F6P56-3531.stp
23F6P56-3532,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-3,F6-6_water_panel.pdf,23F6P56-3532.stp
23F6P56-3533,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-3,F6-6_air_push.pdf,23F6P56-3533.stp
23F6P56-3534,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-3,F6-6_water_push.pdf,23F6P56-3534.stp
23F6P56-3632,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,P5-3,F6-6_water_panel.pdf,23F6P56-3632.stp
23F6P56-3634,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,P5-3,F6-6_water_push.pdf,23F6P56-3634.stp
24F6P56-3431,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-3,F6-6_air_panel.pdf,24F6P56-3431.stp
24F6P56-3432,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-3,F6-6_water_panel.pdf,24F6P56-3432.stp
24F6P56-3433,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-3,F6-6_air_push.pdf,24F6P56-3433.stp
24F6P56-3434,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-3,F6-6_water_push.pdf,24F6P56-3434.stp
24F6P56-3B3E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,P5-3,F6-6_water_panel_high_perf.pdf,24F6P56-3B3E.stp
24F6P56-3B3G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,P5-3,F6-6_water_push_high_perf.pdf,24F6P56-3B3G.stp
19F6P56-1641,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,P5-4,F6-6_air_panel.pdf,19F6P56-1641.stp
19F6P56-1643,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,P5-4,F6-6_air_push.pdf,19F6P56-1643.stp
20F6P56-1541,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,P5-4,F6-6_air_panel.pdf,20F6P56-1541.stp
20F6P56-1543,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,P5-4,F6-6_air_push.pdf,20F6P56-1543.stp
21F6P56-1441,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,P5-4,F6-6_air_panel.pdf,21F6P56-1441.stp
21F6P56-1443,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,P5-4,F6-6_air_push.pdf,21F6P56-1443.stp
21F6P56-3641,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-4,F6-6_air_panel.pdf,21F6P56-3641.stp
21F6P56-3642,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-4,F6-6_water_panel.pdf,21F6P56-3642.stp
21F6P56-3643,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-4,F6-6_air_push.pdf,21F6P56-3643.stp
21F6P56-3644,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-4,F6-6_water_push.pdf,21F6P56-3644.stp
22F6P56-3541,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-4,F6-6_air_panel.pdf,22F6P56-3541.stp
22F6P56-3542,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-4,F6-6_water_panel.pdf,22F6P56-3542.stp
22F6P56-3543,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-4,F6-6_air_push.pdf,22F6P56-3543.stp
22F6P56-3544,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-4,F6-6_water_push.pdf,22F6P56-3544.stp
22F6P56-3B41,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,P5-4,F6-6_air_panel.pdf,22F6P56-3B41.stp
22F6P56-3B43,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,P5-4,F6-6_air_push.pdf,22F6P56-3B43.stp
23F6P56-3441,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-4,F6-6_air_panel.pdf,23F6P56-3441.stp
23F6P56-3442,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-4,F6-6_water_panel.pdf,23F6P56-3442.stp
23F6P56-3443,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-4,F6-6_air_push.pdf,23F6P56-3443.stp
23F6P56-3444,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-4,F6-6_water_push.pdf,23F6P56-3444.stp
23F6P56-3541,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-4,F6-6_air_panel.pdf,23F6P56-3541.stp
23F6P56-3542,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-4,F6-6_water_panel.pdf,23F6P56-3542.stp
23F6P56-3543,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-4,F6-6_air_push.pdf,23F6P56-3543.stp
23F6P56-3544,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-4,F6-6_water_push.pdf,23F6P56-3544.stp
23F6P56-3642,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,P5-4,F6-6_water_panel.pdf,23F6P56-3642.stp
23F6P56-3644,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,P5-4,F6-6_water_push.pdf,23F6P56-3644.stp
24F6P56-3441,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-4,F6-6_air_panel.pdf,24F6P56-3441.stp
24F6P56-3442,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-4,F6-6_water_panel.pdf,24F6P56-3442.stp
24F6P56-3443,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-4,F6-6_air_push.pdf,24F6P56-3443.stp
24F6P56-3444,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-4,F6-6_water_push.pdf,24F6P56-3444.stp
24F6P56-3B4E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,P5-4,F6-6_water_panel_high_perf.pdf,24F6P56-3B4E.stp
24F6P56-3B4G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,P5-4,F6-6_water_push_high_perf.pdf,24F6P56-3B4G.stp
19F6P56-1651,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,P5-5,F6-6_air_panel.pdf,19F6P56-1651.stp
19F6P56-1653,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,30,40,115,115,207,172.50,180,150,8,16,P5-5,F6-6_air_push.pdf,19F6P56-1653.stp
20F6P56-1551,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,P5-5,F6-6_air_panel.pdf,20F6P56-1551.stp
20F6P56-1553,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,37,50,145,145,261,217.50,180,150,4,16,P5-5,F6-6_air_push.pdf,20F6P56-1553.stp
21F6P56-1451,F6,air cooled / panel mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,P5-5,F6-6_air_panel.pdf,21F6P56-1451.stp
21F6P56-1453,F6,air cooled / push-through mount,230V 3 phase,230V 3 phase,none,45,60,175,175,315,262.50,180,150,2,16,P5-5,F6-6_air_push.pdf,21F6P56-1453.stp
21F6P56-3651,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-5,F6-6_air_panel.pdf,21F6P56-3651.stp
21F6P56-3652,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-5,F6-6_water_panel.pdf,21F6P56-3652.stp
21F6P56-3653,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-5,F6-6_air_push.pdf,21F6P56-3653.stp
21F6P56-3654,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,45,60,90,77,162,135,180,150,8,16,P5-5,F6-6_water_push.pdf,21F6P56-3654.stp
22F6P56-3551,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-5,F6-6_air_panel.pdf,22F6P56-3551.stp
22F6P56-3552,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-5,F6-6_water_panel.pdf,22F6P56-3552.stp
22F6P56-3553,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-5,F6-6_air_push.pdf,22F6P56-3553.stp
22F6P56-3554,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,207,172.50,180,150,4,16,P5-5,F6-6_water_push.pdf,22F6P56-3554.stp
22F6P56-3B51,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,P5-5,F6-6_air_panel.pdf,22F6P56-3B51.stp
22F6P56-3B53,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,55,75,115,96,172.50,143.75,150,125,8,16,P5-5,F6-6_air_push.pdf,22F6P56-3B53.stp
23F6P56-3451,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-5,F6-6_air_panel.pdf,23F6P56-3451.stp
23F6P56-3452,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-5,F6-6_water_panel.pdf,23F6P56-3452.stp
23F6P56-3453,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-5,F6-6_air_push.pdf,23F6P56-3453.stp
23F6P56-3454,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,2,16,P5-5,F6-6_water_push.pdf,23F6P56-3454.stp
23F6P56-3551,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-5,F6-6_air_panel.pdf,23F6P56-3551.stp
23F6P56-3552,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-5,F6-6_water_panel.pdf,23F6P56-3552.stp
23F6P56-3553,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-5,F6-6_air_push.pdf,23F6P56-3553.stp
23F6P56-3554,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,4,16,P5-5,F6-6_water_push.pdf,23F6P56-3554.stp
23F6P56-3652,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,P5-5,F6-6_water_panel.pdf,23F6P56-3652.stp
23F6P56-3654,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,75,100,150,124,270,225,180,150,8,16,P5-5,F6-6_water_push.pdf,23F6P56-3654.stp
24F6P56-3451,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-5,F6-6_air_panel.pdf,24F6P56-3451.stp
24F6P56-3452,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-5,F6-6_water_panel.pdf,24F6P56-3452.stp
24F6P56-3453,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-5,F6-6_air_push.pdf,24F6P56-3453.stp
24F6P56-3454,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,90,125,180,156,324,270,180,150,2,16,P5-5,F6-6_water_push.pdf,24F6P56-3454.stp
24F6P56-3B5E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,P5-5,F6-6_water_panel_high_perf.pdf,24F6P56-3B5E.stp
24F6P56-3B5G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,90,125,180,156,270,225,150,125,8,16,P5-5,F6-6_water_push_high_perf.pdf,24F6P56-3B5G.stp
25F6A17-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A1,F6-7_air_panel.pdf,25F6A17-3111.stp
25F6A17-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A1,F6-7_water_panel.pdf,25F6A17-3112.stp
25F6A17-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A1,F6-7_air_push.pdf,25F6A17-3113.stp
25F6A17-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A1,F6-7_water_push.pdf,25F6A17-3114.stp
25F6A17-311E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A1,F6-7_water_panel_high_perf.pdf,25F6A17-311E.stp
25F6A17-311G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A1,F6-7_water_push_high_perf.pdf,25F6A17-311G.stp
25F6A37-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A3,F6-7_air_panel.pdf,25F6A37-3111.stp
25F6A37-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A3,F6-7_water_panel.pdf,25F6A37-3112.stp
25F6A37-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A3,F6-7_air_push.pdf,25F6A37-3113.stp
25F6A37-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A3,F6-7_water_push.pdf,25F6A37-3114.stp
25F6A37-311E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A3,F6-7_water_panel_high_perf.pdf,25F6A37-311E.stp
25F6A37-311G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,110,150,210,180,315,262.50,150,125,4,16,A3,F6-7_water_push_high_perf.pdf,25F6A37-311G.stp
26F6A17-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A1,F6-7_air_panel.pdf,26F6A17-3111.stp
26F6A17-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A1,F6-7_water_panel.pdf,26F6A17-3112.stp
26F6A17-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A1,F6-7_air_push.pdf,26F6A17-3113.stp
26F6A17-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A1,F6-7_water_push.pdf,26F6A17-3114.stp
26F6A17-3B1D,F6,air cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,337.50,265,135,106,8,16,A1,F6-7_air_panel_high_perf.pdf,26F6A17-3B1D.stp
26F6A17-3B1E,F6,water cooled / panel mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,A1,F6-7_water_panel_high_perf.pdf,26F6A17-3B1E.stp
26F6A17-3B1G,F6,water cooled / push-through mount (high perf),400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,8,16,A1,F6-7_water_push_high_perf.pdf,26F6A17-3B1G.stp
26F6A37-3111,F6,air cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A3,F6-7_air_panel.pdf,26F6A37-3111.stp
26F6A37-3112,F6,water cooled / panel mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A3,F6-7_water_panel.pdf,26F6A37-3112.stp
26F6A37-3113,F6,air cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A3,F6-7_air_push.pdf,26F6A37-3113.stp
26F6A37-3114,F6,water cooled / push-through mount,400V 3 phase,480V 3 phase,none,132,175,250,210,375,312.50,150,125,4,16,A3,F6-7_water_push.pdf,26F6A37-3114.stp
